gallant,"If you volunteered to deal with removing a huge, hairy spider from your bathroom ceiling, your whole family would be grateful for your gallant actions. The adjective gallant means ""heroic or brave.""",
winsome,"If you are described as winsome, take it as a compliment. It means you are attractive or charming in an open and delightful way. It doesn't mean you win some and you lose some.",
gruesome,"Gothic novels, horror movies, and crime dramas don't shy away from showing gruesome scenes of death, pictures that inspire fright and repulsion. Synonyms include ""ghastly,"" ""grisly,"" ""loathsome,"" and ""macabre.""",
fatuous,"Fatuous means lacking intelligence. When your mother outlaws calling your brother stupid, use fatuous instead.",
ironic,"If something is ironic it's unexpected, often in an amusing way. If you're the world chess champion, it would be pretty ironic if you lost a match to someone who just learned to play yesterday.",
flaccid,"If something is limp, loose, droopy, and wrinkly, you can call it flaccid, which rhymes with ""acid."" Think elephant skin, soggy asparagus, and the type of feeble handshakes frowned on in job interviews.",
contemplates,"Before you accept a job offer, or a college's offer of admission, you should take time to contemplate the pros and cons of your decision. If you contemplate something, you think about it carefully.",
stigmatizes,"If you stigmatize someone, you have given that person a label — and it's usually a label that is limiting in some way.",
scrutinizes,"If you want to examine something closely and go over every single detail, then you should scrutinize it. Like the way your mom probably assesses your outfit before you leave the house for school.",
infuses,To infuse is to steep something in a liquid to extract the flavors from it. You'll impress your friends with your cooking if you infuse rosemary and thyme in broth and then use the liquid to marinate chicken.,
defames,"Even though Joan Jett sang about not minding her bad reputation, most of us don't want others to defame us. To defame is to gossip, even if the story is made-up, with the goal of hurting someone's image.",
referable,capable of being assigned or credited to,
relative,"A relative is a person who is part of your family. Parents, siblings, uncles, aunts, grandparents, cousins, nieces and nephews — they're all relatives.",
subsequent,"For something that comes after something else in time or order, choose the adjective subsequent. If the entire class fails an exam, the teacher will hopefully make subsequent ones a little easier.",
episodic,"If you have an episodic interest in professional sports, you pay attention to sports from time to time, but you're not a regular fan. The adjective episodic is often used to mean ""occasional"" or ""every once in a while.""",
inexpedient,not suitable or advisable,
wane,"Things that wax and wane grow larger and smaller, like the moon. Things that wane simply grow smaller. ""My initial enthusiasm for helping waned when I saw the pile of envelopes that needed licking.""",
ruminate,"When you ruminate, it means you are thinking very deeply about something. You're likely to be so lost in thought that you stare off into space and don't hear people when they call your name.",
burnish,"That seductive gleam on that Porsche behind the dealer's window? It's called a burnish, a gloss only achieved by loads of polishing. Likewise, you can burnish resume, by polishing it until it's perfect.",
pilfer,"To pilfer is to steal something, typically of small value. Minor thefts, like taking a roll of toilet paper out of a public bathroom or napkins from the Early Bird Buffet are what your grandfather, for example, might pilfer.",
expedite,"To expedite something is to make it go faster or speed up the process. Expediting that package might get it to Alaska by tomorrow, instead of next Tuesday.",
improvident,"Someone who is improvident doesn't worry about the future — or plan wisely for it. If you spend all your money on video games even though you know you have to buy your mom a birthday present next week, you have made an improvident decision.",
mendacious,A mendacious person is one who tells lies habitually and intentionally. Don't get stuck at the water cooler or bus stop next to someone you consider mendacious!,
ersatz,The ersatz version of something is an inferior substitute or imitation. Instant coffee would be considered ersatz to a freshly brewed cup made from hand-ground Costa Rican beans.,
concomitant,Concomitant means accompanying. If you run into someone that you have a crush on you might feel nervousness with a concomitant forgetfulness.,
surreptitious,"When someone behaves in a surreptitious way, they're being secretive. They're doing something that they don't want to be seen doing.",
facilitated,"To facilitate means to make something easier. If your best friend is very shy, you could facilitate her efforts to meet new people.",
conjugated,joined together especially in a pair or pairs,
purported,"Use purport when you want to convince people about something that might not be true, like when you purport that the dog ate your homework.",
tended,"If you manage, run, or work at a store, you can say you tend it. If you tend the bar in a restaurant, for example, you serve drinks, dry glasses, and fill dishes with pretzels.",
placated,"When a husband shows up with flowers after he's fought with his wife, he's trying to placate her. If you placate someone, you stop them from being angry by giving them something or doing something that pleases them.",
Trident,"If you’re the ancient Greek god of the sea, you’re probably already familiar with a trident, a three-pronged spear you can use to stab things.",
Renegade,"A renegade is a person who has deserted their cause or defied convention; they're rebels and sometimes outlaws, or even traitors.",
Fraught,"Fraught means filled with something — often something bad. Your Thanksgiving was fraught with awkward moments when your family saw your blue hair, and it only got worse when you told them you'd quit law school to join the circus.",
Renowned,"Celebrated, gushed over, and even legendary, something that's renowned is really famous. If you not only find a cure for cancer, but you also go on lots of talk shows so everyone knows who you are, then you'll be a renowned scientist.",
Supine,"You can be described as supine when you're lying face up — for example, your favorite yoga poses might be the supine ones. Someone who is very passive or lethargic could also be called supine — for instance, someone might be supine in the face of continuous threats and insults.",
contemptuous,"If you insult someone or dismiss them in a hateful way, you're being contemptuous. The difference between being hateful and contemptuous is subtle. It involves disdain.",
contented,"If you're contented, you're happy and not complaining.",
fictitious,"Fictitious means made up, or imaginary. No matter how real Scarlett O'Hara might seem in ""Gone With the Wind,"" she's a fictitious character invented by author Margaret Mitchell.",
parlous,"Parlous is an adjective that means ""dangerous,"" such as the parlous car trip with a new driver behind the wheel!",
pensive,"See that person staring out the window who looks so sad and lost in thought? He is pensive, the opposite of cheery and carefree.",
alienate,"When you alienate people, you make them stop liking or caring about you. Show up at a conference of cat lovers with a sign around your neck that says, ""I hate kittens,"" and you'll learn firsthand what that means.",
scoff,"To laugh at someone with scorn is to scoff at them. People have scoffed at many great inventors, saying their products would flop because the public wouldn't be interested in things like the light bulb, the personal computer, or the pet rock.",
obliterate,"When you see obliterate, think of evil alien invaders that zap a planet with a destructive ray. In one blast, the planet and all of the people on it are vaporized. The planet is truly obliterated, or completely wiped out.",
ostracize,"If you banish someone or ignore him, you ostracize him. When the Iranian president claimed that the Holocaust was a hoax, he was ostracized by the international community.",
minimize,"The verb minimize describes making something smaller or less serious. It typically refers to something negative that is being reduced, like when you eat at home instead of in restaurants to minimize expenses.",
tenuous,"If something is tenuous it's thin, either literally or metaphorically. If you try to learn a complicated mathematical concept by cramming for 45 minutes, you will have a tenuous grasp of that concept, at best.",
imperial,"Imperial carries the implication of royalty, usually pertaining to an empire; the emperor or empress is referred to as ""your imperial highness.""",
cryptic,"""White bunny. Moon. Square."" Do you understand what that means? Of course not! It's totally cryptic. Cryptic comments or messages are hard to understand because they seem to have a hidden meaning.",
contrived,"If you see something that seems fake since it was too perfectly planned out, call it contrived. If you can easily predict the final minutes of a made-for-TV movie, then call it contrived.",
adverse3,[],
petition,"If you're angry about the new rule that you have to wear bright pink shoes to work every day, why not write up a petition, get all your co-workers to sign it, and submit it to your boss.",
gimmick,"A gimmick is a trick intended to attract attention. If you lure crowds to your bake sale by having cute football players handing out samples in front of your booth, that’s a gimmick.",
compromise,"A compromise is a way of settling differences by everybody making concessions. If you want to stay out until 10 and your friend wants to stay out until midnight, 11 is a good compromise.",
reference,"If you are writing a report for school, you are probably relying on a few references, or sources, for information. Or, if you are applying for a job, you may count on a reference from a previous boss to help you get the job.",
motif,"The race car decor in your room, the refrain of a song, the idea or object that keeps popping up in a story — these are all motifs, reoccurring elements that move throughout and shape music, art and novels.",
daunt,"The Cowardly Lion in the Wizard of Oz appeared at first to be easily daunted, but, in fact, he showed unusual courage. Still, his efforts to daunt Dorothy, the Scarecrow, and the Tin Man were less than successful.",
recruit,To recruit means to get someone to join something. You might recruit people for the navy or you might recruit members for your quilting group.,
illuminate,"To illuminate is to light up — with physical light or with an idea. A spotlight might illuminate an actor on stage, and a good chemistry teacher might illuminate students with a lesson on the atomic structure of hydrogen.",
dither,"When you dither, you're flustered because you can't make up your mind about something. You might dither about what to do if your two best friends invite you to parties on the same night.",
flout,"To flout is to scorn or show contempt for. ""I flout the law and the concept of civilian safety by making a concerted effort to jaywalk every time I cross a street.""",
callous,"A callous person is insensitive or emotionally hardened. If you laugh at your little sister while she's trying to show you her poetry, you're being callous.",
erratic,"The adjective erratic describes things that are unpredictable, unusual, and that deviate from the norm. An erratic quarterback might completely confuse his receivers waiting for a pass.",
zealous,"Use the adjective zealous as a way to describe eagerness or enthusiastic activity. If you are too zealous in your efforts to decorate the house with Christmas lights, you might cause a power outage for the whole neighborhood.",
nonchalant,"If your friend is acting cool, unconcerned or in an indifferent manner, call him nonchalant — like when he saunters by a group of whispering, giggling girls and just nods and says, ""Hey.""",
contrite,"We are sorry to inform you that the adjective contrite means to feel regret, remorse, or even guilt.",
moratorium,"A moratorium is the suspension of a particular activity––you could have a moratorium on fishing, baking, the use of candles, the wearing of matching socks.",
justification,"Close in meaning to an explanation, a justification is specifically for defending or explaining an event. The idea that he was just trying to scare his little sister was a pretty weak justification  for the elaborate gag.",
symbolism,"When you come across objects in a painting or story that stand for a concept, the artist or author is using symbolism to convey ideas.",
disposition,"Someone's disposition is their mood or general attitude about life. If your friend woke up on the wrong side of the bed, tell her that she might need a disposition makeover.",
habitude,habitual mode of behavior,
prerequisite,"A prerequisite is a required prior condition. If something is required in advance of something else, like if you have to take a beginning Spanish class before signing up for Spanish II, then it’s a prerequisite.",
emendation,a correction by emending, a correction resulting from critical editing
alliteration,"Alliteration is when you use words that have the same sound at the beginning, like ""Stellar students synthesize sweet sentences.""",
jurisdiction,"Jurisdiction means having a legal right over something. A court can have jurisdiction over a legal question, a government can have jurisdiction over another country or territory. Even your parents could be said to have jurisdiction over you while you're under 18.",
respite,"A respite is a break from something that's difficult or unpleasant. If you're cramming for exams, take an occasional walk to give yourself a respite from the intensity.",
initiate,"If you press the red button, you'll activate weapons of mass destruction and initiate a global war. As a verb, initiate means to start. As a noun, initiate (short ""a"") means to be part of a group.",
satiate,"If you just can't get enough popcorn, even the jumbo tub at the movie theater may not be enough to satiate, or satisfy, your desire.",
relinquish,"If you relinquish something, you let it go. You relinquish control of the army when you resign as general. You relinquish your plan to sneak into town when your parents find out what's going on.",
revive,"To revive something is to provide it with new energy or life, like when you revive a drooping plant by watering it, or when you revive a boring party by breaking out the karaoke machine.",
employ,To employ means to use something or hire someone to work. You can employ a saw to cut a board or employ a tutor to teach you math. You can even employ your talents in study and activities.,
inexorable,"When a person is inexorable, they're stubborn. When a thing or process is inexorable, it can't be stopped.",
unutterable,too sacred to be uttered,
uproarious,"Uproarious situations are very loud, a little out of control, and often hilarious. You might encounter an uproarious crowd at a soccer match, or even in your school cafeteria.",
mnemonic,"A mnemonic is a memory aid for something, often taking the form of a rhyme or an acronym. I before E except after C, is a mnemonic to help you remember how to spell words like ""piece"" and ""receive.""",
fretful,Someone who's fretful can't relax. You might be fretful — upset and fidgety — if you're waiting to hear whether or not you've been accepted into a competitive summer music program.,
obscure,"If something is obscure, it's vague and hard to see. Be careful if you're driving in heavy rain — the painted lines can be obscure.",
magnanimous,"A magnanimous person has a generous spirit. Letting your little sister have the last of the cookies, even though you hadn't eaten since breakfast, would be considered a magnanimous act.",
treacherous,Treacherous means either not trusted or dangerous. A treacherous road might be icy or otherwise likely to cause a car accident. A treacherous friend will betray you.,
vital,"A patient's vital signs are their important body functions, such as pulse rate, that shows they are still alive. Use the adjective vital to describe something that is important and necessary, or a person full of energy.",
maximized,"When you maximize something, you make it as big as you possibly can, the way you would maximize your chances of winning the lottery if you spent all of your money on lottery tickets.",
laconic,"Laconic is an adjective that describes a style of speaking or writing that uses only a few words, often to express complex thoughts and ideas.  A more laconic way to write that last sentence might be this: laconic means brief.",
circuitous,"Circuitous means indirect or roundabout. If you're in a hurry to get to the hospital where your wife is having a baby, you want to take the straightest, fastest way, not a circuitous one!",
impertinent,"If someone's rude without being openly nasty, like a kid in the back row of class quietly heckling his teacher, you can call him impertinent.",
ardent,"If you are ardent, you are passionate about something. A pop star's ardent admirers might go so crazy at his concert that they faint from excitement.",
recalcitrant,"If someone is so pig-headed that he won't budge on an issue, call him recalcitrant. Not that it will make a difference...",
gluttony,"Called one of the seven deadly sins, gluttony is characterized by a limitless appetite for food and drink and overindulgence to the point where one is no longer eating just to live, but rather living to eat.",
squabbling,"A squabble is a fight but not necessarily a serious one. When we squabble, we have a little argument, probably about something not too important.",
equivocation,"If your boss asks you where all the merchandise went and you say, ""someone took it,"" omitting that the ""someone"" in question is you, that's  equivocation: using ambiguous language to hide the truth.",
restraint,"Restraint is the act of holding something back. For example, if you exercise restraint over your emotions, you won't burst out into tears in public.",
queries,"A query is a question, or the search for a piece of information.",
expedite,"To expedite something is to make it go faster or speed up the process. Expediting that package might get it to Alaska by tomorrow, instead of next Tuesday.",
transgress,"When you go beyond the boundaries, either physically or morally, you transgress. A river will transgress its banks as it floods, and students who cheat transgress school rules.",
propagate,"To propagate is to be fruitful and multiply, by the usual routes of reproduction, or by spreading something around — like a rumor.",
relinquish,"If you relinquish something, you let it go. You relinquish control of the army when you resign as general. You relinquish your plan to sneak into town when your parents find out what's going on.",
retaliate,"To retaliate means to get back at someone, usually through a counterattack. “Ned got hit with a cream pie, then he retaliated by throwing a bucket of Jell-O at his attackers.”",
maverick,"A maverick is a rebel, someone who shows a lot of independence. A maverick on a motorcycle might blaze his own trail, or show a maverick touch in a rough sport by wearing a helmet with the word ""Mom"" inside a heart.",
denizen,"A denizen is an inhabitant or frequenter of a particular place: a citizen of a country, a resident in a neighborhood, a maven of a museum, a regular at a bar, or, even, a plant that is naturalized in a region.",
mercenary,"You might not want to call a mercenary a ""hireling"" to his face, but a mercenary is, after all, a soldier who gets paid to fight where needed, sometimes taking a heroic stand and other times just wanting payment for fighting.",
maven,"Whether it's in fashion, or food, or forensic science, someone who really knows his stuff about a topic is a maven, or a person particularly skilled in the field.",
dilettante,"Though dilettante might sound like a nice French word, don't use it on your friend who thinks he can play the guitar after several short lessons. A dilettante is an amateur, often one who pretends to be very knowledgeable.",
sumptuous,"Sumptuous could be used to describe a room appointed with the finest furniture, a lush orchestra playing a beautiful symphony, or a meal meant for a king. Sumptuous describes something that costs a lot and imparts sensory pleasure.",
scurrilous,"If something is scurrilous, it's meant to offend. Scurrilous rumors can give you a bad rep, and scurrilous stories sell tabloid magazines.",
ridiculous,"Did you just say that you could toss a rubber chicken over an ocean? Don’t be ridiculous, because ridiculous words are hard to believe, and they will make others laugh at you, not always in a good way either.",
scrupulous,"Scrupulous means very careful to do things properly and correctly, such as paying friends back for money borrowed right away, or not returning a pair of shoes after they've been worn outdoors.",
fatuous,"Fatuous means lacking intelligence. When your mother outlaws calling your brother stupid, use fatuous instead.",
suave,"To be suave is to be smooth, polite, a little bit cool with a splash of lime. Men can be suave and debonair, especially the ones riding horses on the covers of Romance novels.",
garrulous,"A garrulous person just won’t stop talking (and talking, and talking, and talking...).",
unwieldy,"If you see an unwieldy person coming down the aisle of the bus with an unwieldy box, you may want to step aside because that's a double dose of clumsy. It's an awkward person carrying a box that is difficult to manage.",
pivotal,High school graduation is a pivotal moment in most people's lives — an important point that signifies a shift in direction.,
quixotic,"Use quixotic for someone or something that is romantic and unrealistic, or possessed by almost impossible hopes. Your quixotic task is easy to understand, if difficult to achieve: establish world peace.",
denouement,"You know that part of every movie after the big action scene, where things get explained, and the characters tie up loose ends? That's called the denouement, or the showing of how the plot eventually turns out.",
decorum,"Decorum is proper and polite behavior. If you let out a big belch at a fancy dinner party, you're not showing much decorum.",
oracle,"Back in ancient times, an oracle was someone who offered advice or a prophecy thought to have come directly from a divine source. In modern usage, any good source of information can be called an oracle.",
vizier,a high official in a Muslim government (especially in the Ottoman Empire),
pillar,"If someone describes you as a pillar of strength, he's saying you're reliable and supportive, much like a pillar or column of a building that helps hold the structure up.",
behemoth,You can call both a Tyrannosaurus Rex and a massive telecommunications company a behemoth. The word means something big and powerful.,
anathema,Something that one absolutely and positively cannot stand is anathema. Garlic is anathema to vampires (ditto for stakes and daylight). So is kryptonite to Superman or a silver bullet to a werewolf.,
demagogue,A demagogue is someone who becomes a leader largely because of skills as a speaker or who appeals to emotions and prejudices.,
viceroy,A viceroy is appointed by a king to be in charge of a country or province.,
charlatan,"A charlatan is a quack, a person who is trying to deceive you with false claims. Beware of charlatans who try to sell you access to the fountain of youth or to a Ponzi scheme disguised as an exclusive investment fund.",
impeccable,The adjective impeccable describes something or someone without any flaws. A stand-up comedian needs  impeccable timing for his jokes to work.,
impertinent,"If someone's rude without being openly nasty, like a kid in the back row of class quietly heckling his teacher, you can call him impertinent.",
observant,"If you're observant, you’re paying close attention to the details.  If you're really observant, you would notice the little blob of mustard on your boss's jacket and brush it off for him before he goes to his business dinner.",
obscure,"If something is obscure, it's vague and hard to see. Be careful if you're driving in heavy rain — the painted lines can be obscure.",
adjuvant,furnishing added support,
render,"Render is a synonym of make––technically it means ""cause to become."" An illness might render you unable to walk, or a shocking site might render you speechless.",
deprecate,"To deprecate is to show disapproval or to make someone feel unimportant by speaking to them disrespectfully, like seniors who deprecate younger students just for fun.",
rejuvenate,"When you make something young again or give it more life and energy, you rejuvenate it. For example, you can often rejuvenate a not-quite-dead plant, bringing it back to health with some water and some TLC.",
disparage,"If you haven't got anything nice to say, then it's time to disparage someone. It means to belittle or degrade a person or idea.",
prohibit,"If a sign says ""Swimming Prohibited,"" don't go for a dip. It's not allowed. To prohibit is to forbid, or to disallow something.",
burnish,"That seductive gleam on that Porsche behind the dealer's window? It's called a burnish, a gloss only achieved by loads of polishing. Likewise, you can burnish resume, by polishing it until it's perfect.",
disseminate,"Disseminate means to spread information, knowledge, opinions widely. Semin- derives from the Latin word for seed; the idea with disseminate is that information travels like seeds sown by a farmer.",
galvanize,"The verb galvanize refers to stimulating muscles with an electrical current, and is also used to suggest stimulating someone into action.",
placate,"When a husband shows up with flowers after he's fought with his wife, he's trying to placate her. If you placate someone, you stop them from being angry by giving them something or doing something that pleases them.",
admonish,"To admonish is to scold. If you want to show someone you're not happy with his behavior, admonish him. It sounds better than ""scolding,"" and it's less painful than spanking.",
prepossession,Prepossession is a prejudice or a preconceived idea about something. You might be accused of prepossession if you decided you were going to dislike your new job before you'd even started working there.,
premise,"A premise is what forms the basis of a theory or a plot. When you called 911 on the guy in your back yard, it was on the premise that he was a thief and not the meter-reader.",
delectation,"For your delectation, here is a definition. Delectation is a formal word to describe a sense of enjoyment. It makes everything sound fancy. You experience delectation when you feel a sense of delight or joy.",
knell,"A knell is a ringing sound, particularly from a bell tolled to announce a death or the end of something. Which is kind of depressing.",
credence,"Credence means truthfulness, or believability. A video of a funnel cloud entering Central Park would give credence to rumors of a tornado in Manhattan.",
strident,"Something that's strident is loud, grating, and obnoxious. Your roommate's strident laughter as he watches cartoons late into the night might inspire you to buy a pair of ear plugs.",
raucous,"Raucous means unpleasantly loud, or behaving in a noisy and disorderly way. It can be hard to give an oral report in the front of a classroom when the kids in the back are being raucous.",
stringent,"That teacher's demands are stringent — she wants the homework typed in her favorite font, on special paper, and each essay must be exactly 45 lines!",
pedantic,"There's nothing wrong with focusing on the details, but someone who is pedantic makes a big display of knowing obscure facts and details.",
lurid,"When people are lured into looking at something, they may be drawn to it because it's a shocking, graphic, or horrible scene, something lurid and very vivid that pulls them in. Shrunken heads of witch doctors and crime scenes are examples of lurid things.",
blandishments,"When you hear a blandishment come your way, you may feel flattered, as that's what a blandisher intends to do. However, beware because that flattery may come with the underlying intention of persuading you to do something!",
vicissitudes,"When you talk of the vicissitudes of life, you're referring to the difficult times that we all go through: sickness, job loss, and other unwelcome episodes. No one can escape the vicissitudes of life.",
mores,"Mores are the customs, norms, and behaviors that are acceptable to a society or social group. If your personal morals are in disagreement with local mores, you should be prepared to be annoyed every time you read the local Letters to the Editor.",
platitudes,"If an executive gives a speech that begins, ""This business is all about survival of the fittest. You need to burn the midnight oil and take one for the team,"" his employees might get sick of listening to these meaningless clichés and tell him to cut the platitudes.",
nebulas,"A nebula is a massive cloud of gas and dust in outer space. A nebula is sometimes the birthplace of stars, such as the Orion Nebula where new stars — a youthful million years old — are still forming.",
wavered,"To waver is to move back and forth, like when you waver, one minute thinking you'll stay home, planning to go meet your friends the next, until you finally make your decision.",
blanched,(especially of plants) developed without chlorophyll by being deprived of light,
coalesced,joined together into a whole,
stagnated,"If after high school you choose to live in your parents' house, keep the same job, and spend time with the same friends, your mother might worry that you've decided to stagnate, or stop moving forward.",
thwarted,"Thwarted describes something that didn't work out, like your thwarted plan to relax at home — a friend just called to ask you to help find her runaway dog.",
decried,"When you dye your hair pink and orange, your mother decries your act as a horror and bursts into tears. She criticizes your choice of colors, stating that pink and purple would have looked better.",
heralded,publicly announced,
permeated,"When you live in a big city like New York, you know all too well how the smells of spices and cooking meats can permeate a hallway, easily passing through those thin apartment doors to make your mouth water.",
conjured,"If your mom can magically conjure up the most delicious meals from the most random ingredients in the kitchen, she might just be the best cook in the neighborhood.",
thwarted,"Thwarted describes something that didn't work out, like your thwarted plan to relax at home — a friend just called to ask you to help find her runaway dog.",
enormity,"An enormity is something extreme or huge, almost beyond comprehension. If you call having to paint the house all by yourself an enormity, your friends might take pity on you and show up with brushes and rollers.",
qualms,"A qualm is a feeling of uneasiness, or a sense that something you're doing is wrong, and it sounds almost like how it makes your stomach feel. If you had qualms about taking candy from the bulk bins at the store, your conscience probably told you to go back to the cashier and pay.",
imminence,"Imminence is when something is just about to occur. You might talk about the imminence of snow on a cold, cloudy winter morning.",
resurrection,"Resurrection describes something that has been brought back to life — literally or figuratively. A zombie resurrection may occur in that scary movie you're watching, or a fashion designer may bring about the resurrection of the a-line skirt.",
severity4,[],
grandiose,"You've got big plans. Huge plans. Whatever it is, it's going to blow minds and absolutely rock worlds! Well, to some people those plans might sound a bit grandiose, or unnecessarily overblown and even highfalutin.",
incontrovertible,"When something is incontrovertible, it is undeniably, absolutely, 100 percent, completely true. That rain is wet is an incontrovertible fact.",
extraneous,"Extraneous means coming from or belonging to the outside—extraneous noise is what you hear when you're in a theater and a train passes by, extraneous wires bring your cable connection into the house.",
abysmal,"If you want to say something is really, really bad — then call it abysmal. If one person shows up to your party, well then that is an abysmal turnout. The 1958 Ford Edsel? An abysmal failure.",
pensive,"See that person staring out the window who looks so sad and lost in thought? He is pensive, the opposite of cheery and carefree.",
detriment,"Detriment is the hurt or harm as a result of damage, loss, or a bad decision. The developers won the lawsuit, much to the detriment of the people who live near the construction site.",
preferment,the act of preferring,
prevision,the power to foresee the future,
kilter,"The noun kilter means ""balance,"" or ""a state of working well,"" but you'll only find it in the phrase ""out of kilter,"" meaning ""not working right.""",
quandary,"How to define the word quandary? Wow, this is quite a dilemma. What to do, what to do? Hmmm. Looks like this moment itself is a quandary: a tough situation that will be really hard to resolve.",
reiterated,"To reiterate something is to say or do something again, or many times. Let me reiterate: if you repeat yourself, you're reiterating the thing you originally said.",
succumbed,"Use the verb succumb to say that someone yields to something they've tried to fight off, such as despair, temptation, disease or injury.",
seceded,"To secede is to go your own way, breaking off ties. Usually, this refers to one part of a country that wants to become independent, like the South during the U.S. Civil War.",
reneged,To renege is to go back on your word or fail to keep a promise.,
retaliated,"To retaliate means to get back at someone, usually through a counterattack. “Ned got hit with a cream pie, then he retaliated by throwing a bucket of Jell-O at his attackers.”",
palatable,"Something that is palatable is acceptable to one’s sense of taste—literally or figuratively. If it's palatable, then you can put up with it — whether it's leftovers or a mediocre made-for-TV movie.",
compulsory,"When something is compulsory, it is required or must be done. In most states, it's compulsory for kids to attend school (or an equivalent homeschool) from age six to seventeen.",
reciprocal,"Reciprocal describes something that's the same on both sides. If you and your sister are in a big fight on a long car trip, you might resolve it through a reciprocal agreement that you'll stop poking her and she'll stop reading road signs out loud.",
resilient,"When something is strong and able to recover from damage quickly, call it resilient. If you're rough on your toys, the ones that don't break are resilient.",
ancillary,If you use the adjective ancillary to describe your position you are subordinate or supporting something or someone else.,
dilatory,"Something dilatory creates a delay. If you are a high school student, once in a while you might have used dilatory tactics if you forgot to do your homework.",
insurmountable,The adjective insurmountable describes some barrier that is incapable of being overcome. The Great Wall of China was meant to be an insurmountable deterrent to would-be invaders.,
diligent,"Someone who is diligent works hard and carefully. If you want to write the epic history of your family, you'll have to be very diligent in tracking down and interviewing all of your relatives.",
rapacious,"Something rapacious is out to devour — anything, and little can stand in its way. A rapacious landlord is out for more rent, and a rapacious eater is only satisfied at the all-you-can-eat buffet.",
noble,"A noble is a titled peer of the realm or an aristocrat. As an adjective, noble describes someone with high or elevated character, or who is impressive in appearance.",
jovial,"Use jovial to describe people who show good humor and are full of joy. Santa Claus, with his constant ""ho-ho-hoing"" is a jovial figure.",
germane,"Germane means relevant; it fits in. If you are giving a speech on dog training, stick to the germane, canine stuff. Topics that would not be germane? Catnip toys, hamster wheels, and the use of a saddle.",
kinetic,"If you marvel at the kinetic pace of popular cartoons, you are amazed at how lively and energetic the shows are. Kinetic comes from a Greek verb meaning ""to move.""",
nonchalant,"If your friend is acting cool, unconcerned or in an indifferent manner, call him nonchalant — like when he saunters by a group of whispering, giggling girls and just nods and says, ""Hey.""",
extrinsic,"Extrinsic means not connected to the essential nature of something. New cleats are extrinsic to making the soccer team. How you play is what gets you on the team, whether your cleats are old or new.",
monotypic,consisting of only one type,
inconsistent,"Inconsistent describes something that's varied or irregular. So if you're supposed to floss every day, but you only remember every now and then, your commitment to oral hygiene could be called inconsistent.",
perfunctory,"Perfunctory means done as part of a routine or duty. If you give someone a gift and they look at it like it's roadkill and say nothing about it but a perfunctory ""thank you,"" you might not be giving them another one anytime soon.",
immoderate,Something that goes way overboard or is excessive is immoderate. Immoderate exercise can lead to pulled muscles and sprains.,
specious,"Use specious to describe an argument that seems to be good, correct, or logical, but is not so. We live on the earth, therefore the earth must be the center of the universe has been proven to be a specious theory of the solar system.",
quandary,"How to define the word quandary? Wow, this is quite a dilemma. What to do, what to do? Hmmm. Looks like this moment itself is a quandary: a tough situation that will be really hard to resolve.",
litany,"If you've got a whole slew of complaints to get off your chest or requests to make,  you've got yourself a litany — a long, drawn-out list.",
tatter,"A tatter is a raggedy end or scrap of something, particularly paper or fabric. Your crazy cat might climb the curtains every night, until there's nothing left hanging from the rod but tatters.",
discord,"Discord is the strife and tension that arises when two sides disagree on something, like the high pitched screaming of two kids fighting over the front seat of the car.",
plethora,"Plethora means an abundance or excess of something. If you have 15 different people who want to take you on a date, you have a plethora of romantic possibilities.",
creditable,worthy of often limited commendation,
kinetic,"If you marvel at the kinetic pace of popular cartoons, you are amazed at how lively and energetic the shows are. Kinetic comes from a Greek verb meaning ""to move.""",
symbolic,"When one thing represents something else that's more abstract, it is symbolic, like a cowboy's black hat in western films is symbolic of his sinister intentions.",
prevalent,"Something prevalent is common in a particular place at a particular time. Prevalent things are hard to avoid. When you see the word prevalent, think ""It's everywhere!""",
monotonous,"When something goes on and on and on and on and on, the same way, for a long time, that's monotonous. Monotonous things are boring and repetitive, like that long story you've heard your brother tell a hundred times before.",
surmount,"If you surmount a challenge or difficult situation, you're not just getting over it. You're outdoing yourself, exceeding expectations, and overcoming the task at hand.",
dismount,To dismount is to get or climb off of something. An important part of learning to ride a horse is learning how to dismount.,
retract,"Have you ever said something you wish you could retract, or take back? You're not alone. Even newspapers and magazines have sections where the editors can retract something written that was incorrect.",
expel,"Getting expelled from a school is a step beyond suspension. It means that you are asked to leave and never come back. In other words, you have been kicked out.",
intercede,"When you intercede, you try to help people work out their differences or achieve something, like when you intercede on your friend's behalf to encourage your boss to hire him, or when feuding friends ask you to intercede, guiding them to sort out their differences.",
untoward,"The adjective untoward describes something offensive or inappropriate, like the rumors of untoward behavior that can shatter a Hollywood icon's reputation.",
riotous,"Anything riotous is disorderly, chaotic, and loud. Riotous things can also be abundant.",
mundane,"An ordinary, unexciting thing can be called mundane: ""Superman hid his heroic feats by posing as his mundane alter ego, Clark Kent.""",
salacious,"Something salacious is full of juicy details — but they're the kind of raunchy, lusty, dirty details you probably don't want to hear.",
urbane,"Urbane people are sophisticated, polished, cultured, refined. Spend enough time in an urban setting–-going to concerts and museums, spending time in crowds––and you'll be urbane too.",
clemency,Say you're playing a role-playing game and you end up in one of the other player's dungeons.  You could try begging him for clemency — compassion shown by people in power towards people who rebel or break the law.,
jocularity,A state of cheer or good humor is jocularity. It takes a certain amount of jocularity to tell a really good joke.,
calamity,"Use the word calamity to describe an event that causes great harm and misery, or a general state of distress or misery: the calamity of war.",
